"Case ID";"Throughput time"
"505450051647400010";"27"
"505451068373800020";"44"
"505451068273300010";"84"
"505451066517100010";"44"
"505451067814800010";"85"
"505450051917400020";"58"
"505450051911700010";"31"
"505451069262000010";"16"
"505451069094600030";"21"
"505450052219300030";"9"
"505450051908200020";"7"
"505450051045600110";""
"505450052141200040";"7"
"505451067348100030";"86"
"505451067589300010";"86"
"505451067326700010";"173"
"505451068313000120";"74"
"505451066943400010";"45"
"505450052144700020";"27"
"505451068031700010";"73"
"505450051714600010";"111"
"505450052250400020";"2"
"505451066758300010";"51"
"505453003205700240";"91"
"505450051711400010";"8"
"505451067840600010";"104"
"505451066574600010";"63"
"505450051253700270";""
"505450051116600070";""
"505453003153600040";"70"
"505450051601700040";"140"
"505CYIM29258600010";"6"
"505450052117300060";"3"
"505450052166500010";"5"
"505451068386900010";"48"
"505451069034000010";"21"
"505451067275500010";"107"
"505451067164600010";"154"
"505450052145000010";"14"
"505451068682800020";"68"
"505450051601300110";""
"505451068570400010";"72"
"505451068639300010";"12"
"505450052255600020";""
"505451067856300010";"120"
"505453003279000040";"56"
"505450051597000020";"94"
"505451066598000010";"104"
"505451068591200190";"72"
"505CYIM28569200010";"72"
"505451066101800020";""
"505451066347200010";""
"505450051311200020";"42"
"505450051935500080";"47"
"505450052223500010";"21"
"505453003207900010";"80"
"505450052217200190";"2"
"505451066707900030";""
"505450051880800010";"62"
"505450051540000070";"112"
"505450052238600090";""
"505451066571200030";"31"
"505451068319600010";"90"
"505451067045400020";"50"
"505451068481600010";"78"
"505450051605100030";"6"
"505451067855400010";"120"
"505451066179000010";"2"
"505451067847700030";"120"
"505450052231300020";""
"505451067085300010";"67"
"505451067145600010";"92"
"505451067483300010";"160"
"505453003237800030";"46"
"505451066759600010";""
"505450052209300010";""
"505453003224000020";"73"
"505451066256200010";""
"505451067858800030";"77"
"505451068008600010";"77"
"505451068081200020";"57"
"505450051733700070";"124"
"505451066738200020";"83"
"505450051742700010";"1"
"505453003226300120";"51"
"505451067851900010";"90"
"505450051579900010";"131"
"505450051940400030";""
"505451066683900010";"78"
"505450051459200030";"118"
"505451067791100030";"125"
"505450051092000010";"5"
"505451068312900010";"90"
"505451068656700010";"35"
"505451069506100010";"0"
"505450052003100020";"20"
"505451068933000010";"7"
"505450051672000030";"131"
"505451067738700010";"131"
"505450051181300170";""
"505451067127700010";"57"
"505453003272100010";"62"
"505451068436100030";"84"
"505451067312500010";"139"
"505451067017300070";"118"
"505451067586400020";"114"
"505451068481900010";"44"
"505451067362700010";"85"
"505451069570200020";"0"
"505450051068500060";""
"505451066066300010";""
"505451069447900010";"0"
"505450052209700030";"21"
"505451066363700020";"35"
"505451067832900070";"72"
"505450051306900030";""
"505450051820100010";"72"
"505451067974400020";"64"
"505450051974000010";"48"
"505451066589300020";"31"
"505450051643000010";"146"
"505450051412800010";"118"
"505451066478300010";"91"
"505451067093200010";"92"
"505450051665500050";"5"
"505450051605700010";"154"
"505450051213400070";""
"505450051890300010";"93"
"505451066990700020";"96"
"505450052073800010";"11"
"505451067637300010";"108"
"505450052037100010";"63"
"505450051815300010";"107"
"505451068876500020";"0"
"505451067736500020";"97"
"505450051516700010";"3"
"505450051094600020";""
"505450051735600060";"7"
"505450051816400040";"92"
"505450051775000010";"64"
"505CYIM28981500010";"56"
"505451066181200010";""
"505451068591200330";"72"
"505453003141600480";"0"
"505453003303900020";"57"
"505450051764600030";"8"
"505450051672000010";"131"
"505451067563600010";"152"
"505450052144600040";"21"
"505451066246600020";""
"505450051188900010";""
"505CYIM28161000010";"57"
"505451068537700010";"26"
"505450052186800010";"11"
"505450051271300070";""
"505453003310600400";""
"505450051143200030";"22"
"505451067348700010";"79"
"505450051559100050";"105"
"505451066996700010";"13"
"505451067212200080";"118"
"505451068547300010";"76"
"505450052017900020";"40"
"505451068050100020";"107"
"505451066203400010";""
"505450051706100010";"94"
"505450051587900130";"160"
"505451066982000010";"69"
"505451067656100010";"28"
"505451066703800010";"91"
"505451066764300010";""
"505451066711700020";"55"
"505450051844200020";"73"
"505453003310600730";""
"505450051218700040";""
"505450051645600030";"112"
"505451069393500010";"0"
"505451069163100090";"34"
"505450051419200050";"68"
"505450051288700010";""
"505451068775500020";"0"
"505455000094100100";"0"
"505451067485900040";"77"
"505450051746000070";"9"
"505451067483400010";"126"
"505451067942900020";"113"
"505450051993500010";"72"
"505453003303800020";"10"
"505451069372000010";"19"
"505451067756500010";"127"
"505450051777500030";"9"
"505451069107200020";"0"
"505451069042500010";"8"
"505450051121200020";"6"
"505451067238800010";"168"
"505451068868400070";"36"
"505453003342200040";"0"
"505451067636500050";"80"
"505450051762300010";"118"
"505451066941000010";"85"
"505451066346500010";""
"505450051985200010";"15"
"505451068125100010";"19"
"505450051212900170";""
"505450051601300170";""
"505450052252400020";""
"505450051811800010";"88"
"505450051104800010";"22"
"505450051938600040";"29"
"505450051948500060";"7"
"505451068110700010";"70"
"505451069197100010";"18"
"505451068629800010";"54"
"505450051931200010";"69"
"505451066473300010";""
"505455000095400010";"0"
"505450051465500010";"38"
"505450051832000010";"70"
"505451068042900020";"107"
"505453003337000010";"0"
"505451066695100010";"20"
"505450051672000070";"131"
"505451067563500030";"98"
"505450051506900010";"159"
"505451069546000010";"0"
"505450051143100270";"7"
"505451069570500080";"0"
"505450051273500030";""
"505450052000000040";"16"
"505450051259500010";"16"
"505450051993800030";"72"
"505451067030200010";"107"
"505450051300900020";""
"505450051447700170";"118"
"505CYIM28565600010";"32"
"505451069411000020";"0"
"505450052058000010";"42"
"505450051447000010";"57"
"505451066683700020";"82"
"505451067844900010";"86"
"505451068442900030";"66"
"505451068001100060";"111"
"505450051477100120";"167"
"505451069289400030";"12"
"505451068016400010";"110"
"505450051875100020";"81"
"505450051673800010";"48"
"505451066440500070";"31"
"505450051553400010";"7"
"505450051922300010";"3"
"505450051963200010";"15"
"505451068007000010";"96"
"505451068078400010";"72"
"505450051428300020";"5"
"505451067575500020";"62"
"505450051703900250";"128"
"505452000199000180";"0"
"505450051987900090";"22"
"505451067577100010";"115"
"505450051714300040";"127"
"505450052210800020";"22"
"505451068602900020";"51"
"505450051112900010";"1"
"505451066266800060";"1"
"505450052041400060";"44"
"505450051874800010";"81"
"505450052036400010";"55"
"505453003262900010";"101"
"505451066691900010";"38"
"505451067241200010";"176"
"505451066498800010";"87"
"505451066286200010";""
"505451068163500130";"23"
"505450051618500020";"84"
"505450051135800020";"3"
"505450051422400050";"57"
"505451067264200010";"62"
"505450051829600010";"78"
"505453003226400020";"58"
"505450051941000010";"83"
"505450051699700010";"10"
"505451066908500010";"41"
"505451066974300010";"68"
"505450051471800010";"170"
"505450052035900010";"48"
"505450051975700070";"26"
"505451068895300010";"28"
"505450051804600010";"107"
"505453003196700080";"78"
"505451066147300010";""
"505450051783800100";"113"
"505453003169600010";"20"
"505451066663000010";"55"
"505451066578400040";"5"
"505450051332900010";""
"505450051160600030";""
"505451069143400020";"19"
"505451066985100030";""
"505451067023000090";"92"
"505451068599000020";"71"
"505450051068500020";""
"505450051058700090";""
"505453003105800010";""
"505CYIM29144700010";"55"
"505450052081500040";"11"
"505453003221100020";"78"
"505450051993200030";"28"
"505451069154500010";"0"
"505450052178700030";"5"
"505450052097300040";"43"
"505451068513000010";"55"
"505451068302800030";"56"
"505451069241000010";"22"
"505451067074800010";"76"
"505451067389000010";"105"
"505451068917300020";"37"
"505453003295400060";"0"
"505450051447500010";"91"
"505451067721000010";"132"
"505453003234400040";"113"
"505450051712500010";"112"
"505451066252800010";"3"
"505455000090900010";"0"
"505450052122700040";""
"505450051694200010";"132"
"505450052080400030";"14"
"505450051330300010";"35"
"505451067820800010";"121"
"505451068533300030";"34"
"505451066565900010";""
"505450052210500010";"22"
"505450051645600020";"112"
"505450051666200020";"77"
"505450051184200010";"8"
"505451068617800010";"69"
"505451067470900020";"70"
"505451067847300010";"120"
"505451068914900030";"35"
"505450051690000010";"133"
"505450051842300010";"41"
"505451068348400010";"90"
"505450052036500030";"29"
"505450051809600030";"107"
"505450051627500010";"149"
"505451066127900100";""
"505450051312300010";"12"
"505451069446800010";"10"
"505450052152500030";""
"505451066440100060";"14"
"505450052182200040";"5"
"505453003229200010";"80"
"505450052257600020";""
"505451066478700010";""
"505450051160100110";"7"
"505451066525700060";"43"
"505451068261300020";"93"
"505450051758200010";"118"
"505450051224300010";""
"505450051968100010";"36"
"505451068323700010";"56"
"505450051289200030";"0"
"505450051608500010";"154"
"505450051425900010";"149"
"505451069008100010";"30"
"505450051273500060";""
"505451067613700050";"112"
"505451068490800010";"79"
"505451068409300020";"61"
"505450051636700010";"147"
"505451068189500010";"30"
"505450051424900020";"79"
"505451068006600030";"111"
"505450051785600010";"7"
"505451067131900010";"91"
"505450051947600010";"14"
"505451066271900010";"31"
"505451069321800010";"21"
"505453003349800010";"0"
"505451068655700010";"69"
"505450051428800010";"84"
"505CYIM28543300010";"76"
"505451068041000010";"107"
"505451067707700020";"70"
"505455000093400040";"0"
"505451067563000010";"90"
"505451068244000020";"66"
"505451067009100010";"4"
"505450052011400030";"4"
"505451068444200010";"80"
"505450051910800100";"33"
"505450052064700010";"19"
"505451067905700050";"69"
"505451068895400010";"1"
"505451068115400030";"104"
"505450051231800010";"108"
"505450052011400040";"4"
"505CYIM28523000010";"9"
"505451067910400030";"55"
"505451067748900060";"50"
"505451066341100020";"10"
"505450051296700020";"57"
"505450051419300030";"67"
"505451067572700010";"5"
"505451068248700030";"93"
"505450051226600010";"16"
"505451066766600020";"37"
"505450051874900040";"81"
"505450051957700030";"2"
"505451066438300010";""
"505453003252300010";"113"
"505451068656300010";"46"
"505CYIM29206500010";"7"
"505450052023300070";"9"
"505451067351000760";"65"
"505451066656200040";""
"505451067002800010";"53"
"505451068948400020";"41"
"505451069034200010";"24"
"505451068908900010";"29"
"505450052194100010";""
"505450051938400010";"83"
"505453003215000030";"71"
"505451069161200010";"12"
"505450051090700140";"22"
"505451067114000010";"62"
"505451066516900020";""
"505451067807900010";"90"
"505450051852500010";"100"
"505450051877200030";"20"
"505453003132800090";""
"505451068329900010";"91"
"505450051816400090";"92"
"505453003304600030";"38"
"505450051284200060";""
"505451066077800010";""
"505451068746400020";"35"
"505451066045000060";""
"505451067403800010";"166"
"505450051358500010";""
"505451069473400040";"0"
"505450051259200170";""
"505450051672000040";"131"
"505450051605200010";"72"
"505451066900800010";"128"
"505451066596600010";""
"505451066651400010";""
"505450051220600100";"72"
"505453003106600020";""
"505451069312300010";"23"
"505450051792200020";"111"
"505451066191200040";""
"505451068199800090";"98"
"505451066227600050";""
"505451066971800010";"58"
"505450051086300180";""
"505451068897800070";"17"
"505451066192400010";"1"
"505450051475600010";"79"
"505450051554600190";"106"
"505451066941500010";"7"
"505450051659400030";"15"
"505451068499900030";"79"
"505451067292700010";"84"
"505451068611000010";"9"
"505451068569400010";"45"
"505450052228900010";""
"505450051319900010";"84"
"505451067785500010";"78"
"505451068131000020";"69"
"505450051306000070";"119"
"505451066037100010";""
"505450051152600050";""
"505451067114200020";"22"
"505450051402900010";"77"
"505451069415600040";"0"
"505451067682300010";"85"
"505450051775500040";"72"
"505450052211300010";"24"
"505451066009700010";"51"
"505450051421800040";"72"
"505450051768400020";"83"
"505451068989700010";"10"
"505451068259200010";"45"
"505CYIM28770700010";"54"
"505450051316500080";"71"
"505450052096700020";"51"
"505450052080000210";"21"
"505451067763600020";"42"
"505450051703900110";"128"
"505453003131300010";""
"505451069465100020";"9"
"505451068526300010";"28"
"505451066832700040";"43"
"505450051221000050";""
"505450051317500040";""
"505451066514900010";"43"
"505451066627000020";"27"
"505450051936700010";"83"
"505451066446600010";""
"505451068317700030";"91"
"505451068688700020";"66"
"505451067888600010";"56"
"505451067124300080";"113"
"505451069469000020";"2"
"505450051296700010";"2"
"505450051410400040";"44"
"505451066371200030";"4"
"505451067171500010";"75"
"505451066594100010";"69"
"505451066686500010";""
"505453003349500040";"8"
"505451069033500010";"29"
"505450051811400120";"107"
"505451066823400030";"78"
"505450051181700010";""
"505450051860100010";"99"
"505451068990200020";"15"
"505450051748900010";"70"
"505451068097200010";"54"
"505451067226800010";"87"
"505451065981300010";""
"505451067602900010";"138"
"505450052238700010";"13"
"505451067837600030";"19"
"505CYIM29009000010";"52"
"505451066412900010";""
"505450051649600010";"112"
"505451066865500010";"105"
"505451069089400010";"32"
"505451068075800010";"58"
"505450051672800030";"84"
"505451067022500010";"86"
"505450051353600170";"84"
"505450051878300010";"96"
"505450051254600050";""
"505451069136100010";"0"
"505451067742400010";"85"
"505451066323500010";""
"505451069382500010";"7"
"505451067285300010";"67"
"505450051173000020";"30"
"505450051475700010";"79"
"505450052140900020";"24"
"505450051423400070";"54"
"505451067339700010";"80"
"505451067384000010";"76"
"505451066127900070";""
"505450051072500010";""
"505451068760300010";"43"
"505450051202300010";"16"
"505450052152800050";"5"
"505455000094200110";"0"
"505450051809600020";"107"
"505451068404200010";"85"
"505451069465500020";"3"
"505451066283500030";""
"505451067177900010";"91"
"505451068812500010";"48"
"505450052051900010";"21"
"505451069056000010";"12"
"505CYIM28590200010";"48"
"505451067347600010";"86"
"505451069529400010";"0"
"505451067767800010";"127"
"505451068146800010";"52"
"505450051960200050";"79"
"505450051421400030";"78"
"505451068162400020";"65"
"505451068549500010";"62"
"505451066293300010";""
"505450051067500100";"5"
"505451066824200010";"7"
"505451069396600010";"10"
"505450051935300010";"20"
"505451069290700020";"27"
"505451066514100010";"40"
"505450051315100120";""
"505451068964500010";"0"
"505451067838600010";"3"
"505450052036500080";"29"
"505450051684500020";"100"
"505451066511000040";""
"505451066578300010";"22"
"505451068313000130";"32"
"505451067510200010";"66"
"505451067972600020";"113"
"505450052176100020";"10"
"505450052042900020";"7"
"505451066972500010";"39"
"505451067037700010";"29"
"505450051086100050";"5"
"505451068492700010";"78"
"505451066653900010";""
"505450051993600080";"72"
"505450051075600030";""
"505451067138700010";"62"
"505450051880900010";"62"
"505450051677000140";"84"
"505451068055600020";"0"
"505453003165400020";"20"
"505451066837000010";"37"
"505450051538100010";"120"
"505451066715200010";""
"505451066578900010";""
"505450051695700010";"78"
"505450051228800010";"2"
"505450051080000030";""
"505451066710000010";"8"
"505450052072700040";"43"
"505451066065900010";"64"
"505451069167900030";"26"
"505451067492300010";"52"
"505451066405400010";""
"505450051054500010";""
"505451069496500010";"1"
"505451067192600010";"119"
"505451067348100050";"86"
"505450051554900010";"168"
"505450052107500020";"4"
"505450051942200030";"8"
"505450051822000010";"106"
"505450052123700040";"16"
"505450051548700010";"108"
"505450051679500010";"101"
"505451067080700020";"98"
"505450051927900030";"5"
"505453003158200170";""
"505450051938600070";"29"
"505451066738200030";"83"
"505451067831900010";"3"
"505451069531000010";"5"
"505450051751300030";"8"
"505451066621800010";""
"505451066682700010";"38"
"505450052090800040";"39"
"505451068629300010";"64"
"505451069312600010";"0"
"505CYIM28277900010";""
"505451067146200010";"16"
"505450051856300010";"99"
"505450051791100010";"77"
"505450051948600010";"20"
"505451068731300010";"22"
"505451069351800010";"0"
"505450052159200020";"13"
"505450052008100040";"13"
"505451068979000030";"0"
"505451066555700010";""
"505453003261400010";"0"
"505450051658900010";"108"
"505451068110900010";"70"
"505451068601100010";"44"
"505451066423900010";"24"
"505450052231600030";"11"
"505451069358300010";""
"505451066886000030";"90"
"505450051832500010";"11"
"505451069328900010";"8"
"505450051639800070";"5"
"505453003282000010";"63"
"505450051799300020";"48"
"505451067424500050";"101"
"505450052080900010";"27"
"505451066182700010";""
"505451069158100010";"26"
"505451069086600070";"3"
"505450051187800010";"8"
"505450051997800010";"52"
"505450051366000010";""
"505451067791700010";"83"
"505450051848600010";"84"
"505451069364500010";"2"
"505451067019900010";"71"
"505CYIM29182200010";"23"
"505453003276600050";"74"
"505450051840900080";"103"
"505451067493200010";"81"
"505450051217400090";""
"505450052069100110";"21"
"505451068117900010";"92"
"505451067115100030";"89"
"505450052181700010";""
"505451066316100020";"13"
"505451068954200030";"20"
"505451067780500010";"70"
"505450051211100010";""
"505450051659200010";"127"
"505450051941800010";"64"
"505450051254800200";"89"
"505451068872100010";"21"
"505451066624500010";"70"
"505451067594900010";"148"
"505451066684400010";"74"
"505451068695200010";"0"
"505451068281000010";"76"
"505450051424000040";""
"505451069002700020";"10"
"505451066680100010";"27"
"505450051645600010";"112"
"505451066729800010";""
"505451068778600010";"53"
"505451068591200040";"72"
"505451067212200040";"118"
"505450051362500020";""
"505451067878900010";"118"
"505450052205800020";"26"
"505450051271800010";"120"
"505452000199000220";"0"
"505451068819600010";"48"
"505450051714100010";""
"505453003226400090";"58"
"505451068988100010";"25"
"505453003310700490";""
"505451068800500010";"0"
"505451068072600010";"50"
"505451068571100010";"17"
"505450051873900050";"24"
"505453003274800050";"75"
"505451069117200010";"34"
"505451067989300040";"69"
"505451069180800010";"0"
"505451066540000010";""
"505450051424700050";""
"505451067283500060";"146"
"505453003236800010";"91"
"505451067700400020";"66"
"505451067254900010";"128"
"505450051114100020";""
"505450051364000050";"118"
"505450052238600020";""
"505451066897700010";"58"
"505451069438400010";"0"
"505450051034500030";"36"
"505450051116600010";""
"505451068790400010";"62"
"505450051222200020";""
"505450051949100010";"7"
"505450052132600040";"12"
"505451067423500010";"126"
"505450051928200010";"69"
"505451066781400010";""
"505451068557400010";"75"
"505451068102400010";"56"
"505451068910500010";"8"
"505450051253700440";""
"505451066974500020";"65"
"505451068101500010";"104"
"505451067186500010";"151"
"505451067337900010";"108"
"505451068611200040";"72"
"505450051213300020";""
"505450052031700010";"43"
"505451066246200010";"5"
"505CYIM28522100010";"22"
"505450051447700110";"118"
"505451066636000020";""
"505450051589200080";"98"
"505450051764600090";"8"
"505450051881500010";"40"
"505450051357500110";""
"505451068227000010";"67"
"505451067190400110";"103"
"505451069224400010";"0"
"505450052069000020";"5"
"505451067499500010";"105"
"505453003203500010";"52"
"505451066506500010";"125"
"505450051172800010";""
"505453003289600030";"38"
"505451066770800010";"24"
"505451068348500020";"89"
"505450051123300010";""
"505451068058800030";"106"
"505450051506700070";"119"
"505451066052300010";""
"505451066921900010";""
"505451068828900010";"30"
"505450051677100060";"84"
"505450051684500160";"100"
"505450051993900090";"25"
"505451066876000010";""
"505450052204200010";"20"
"505451067389200020";"77"
"505451066817100010";"29"
"505450051676700130";"104"
"505450051283500010";""
"505451066652400010";""
"505451066555500010";""
"505450052210500140";"22"
"505451069373300010";"20"
"505450052147600020";"21"
"505451068429000010";"67"
"505450052115200010";"37"
"505451068355700010";"86"
"505451069513100010";"0"
"505451067837800010";"1"
"505453003239000020";"87"
"505450051692100010";"133"
"505451067261700030";"68"
"505450051580400010";"99"
"505450051408300020";"100"
"505450051143100050";"7"
"505451069002700010";"28"
"505451067106800030";"48"
"505451067612700020";"146"
"505450052136900030";"20"
"505451068711400010";"44"
"505453003135800040";""
"505451069326200070";"0"
"505451066720900030";"43"
"505450051967600010";"20"
"505451067757700030";"93"
"505453003249200010";"66"
"505450051959800020";"62"
"505450051736600080";"123"
"505450051994100010";"57"
"505451067768200010";"65"
"505451066954800010";"50"
"505450051842700020";"69"
"505451068189700010";"98"
"505451069031200010";"1"
"505453003152500010";"37"
"505451069260000010";"0"
"505CYIM29037800010";"67"
"505451068897800040";"17"
"505450051884800010";"48"
"505451068458200010";"79"
"505451069163100020";"34"
"505450052139000010";"23"
"505450051969500010";""
"505450052230900130";"18"
"505450052035100010";"27"
"505450052119500010";"17"
"505451068159600020";"9"
"505450051217500020";""
"505451067128000010";"69"
"505450051863200010";"6"
"505451067859800010";"85"
"505451067368200010";"77"
"505451066456500010";""
"505451069487400010";"0"
"505451067007200010";"56"
"505451069086600080";"3"
"505451067455500010";"113"
"505451068766700020";"31"
"505450051783800040";"113"
"505450051821500010";"106"
"505451066851600020";""
"505450051391300020";"127"
"505450051775500010";"72"
"505450052016700010";"12"
"505451067714600030";"91"
"505451066236000010";""
"505451066246600030";""
"505CYIM28933400010";"83"
"505450051262000080";""
"505451068000100010";"95"
"505451067820900050";"73"
"505451066860000020";"90"
"505451066371300010";""
"505450052009700020";"30"
"505451067754600010";"79"
"505CYIM28682700010";"90"
"505450051329500010";"42"
"505450051271200010";""
"505451066627000010";"27"
"505450051577600010";"26"
"505450052222500030";"21"
"505451066929900020";"43"
"505451066229400010";""
"505450051411000020";"69"
"505451066057500010";"5"
"505451066248200010";"72"
"505450051592100010";"97"
"505450051960400020";"78"
"505450052252600010";""
"505451069070200010";"27"
"505451066194100010";"8"
"505453003141600140";"0"
"505450051347000010";"87"
"505451065981900010";""
"505450051289800010";"16"
"505451068533100010";"28"
"505451066598700010";"31"
"505451066656600010";"2"
"505451066586300010";"103"
"505450051703300020";"50"
"505450051822800030";"106"
"505451068943200050";"39"
"505450051156600020";""
"505450051096000030";""
"505450051312800010";""
"505451066193200010";"7"
"505450051181300110";""
"505450052123800010";""
"505451067237700030";"87"
"505450051601300070";"141"
"505451068871400010";"53"
"505451067547500010";"91"
"505451068880400030";"32"
"505451068559900010";"0"
"505451069315800010";"9"
"505450051713000040";"107"
"505450051755200040";"8"
"505451067748900010";"50"
"505451069101400010";"38"
"505450051160100010";"7"
"505451067803800010";"124"
"505450051823700010";"15"
"505451069531300020";"0"
"505451067261900010";"51"
"505451067551300010";"119"
"505CYIM28352000010";""
"505451066436600010";""
"505451068345500010";"89"
"505451068424800110";"33"
"505453003158200050";""
"505450052209600190";"8"
"505451066810300100";"35"
"505453003135800010";""
"505451066429700010";"3"
"505450051875300010";"62"
"505CYIM29237800010";"5"
"505451068152900070";"100"
"505450051867300040";"50"
"505450051057000010";""
"505450052216000010";""
"505450051649400010";"112"
"505450051421500050";"92"
"505450051759800010";"118"
"505450052020800020";""
"505450051259200080";""
"505450052040500010";"41"
"505CYIM28374600010";""
"505451067191200010";"119"
"505450052082300020";"35"
"505450052080400020";"22"
"505450051938600060";"29"
"505451067162700010";"174"
"505450051875500030";"26"
"505450052147300010";"12"
"505450051248300060";"98"
"505451067139900010";"67"
"505451069078000010";"33"
"505450051045600040";""
"505451066896400020";"64"
"505450051159600040";""
"505451068269000010";"74"
"505CYIM29031500010";"79"
"505451067189300020";"103"
"505451069261400010";"15"
"505CYIM28490200010";"56"
"505451067878800050";"70"
"505451068783200010";"0"
"505450051877300050";"66"
"505450051672100030";"82"
"505451066083400010";"76"
"505450051681400010";"73"
"505453003225400030";"111"
"505451069433400010";"3"
"505451069379300010";"5"
"505451068827700030";"0"
"505450051554600180";"106"
"505450052186200010";""
"505451066699700010";"86"
"505450051220500150";""
"505451069055800010";"1"
"505453003337000080";"0"
"505451066310500010";""
"505450052239900320";"4"
"505453003282000060";"63"
"505451066927400040";"13"
"505451066164700050";""
"505451069448900010";"0"
"505450051470000020";"86"
"505451069068600030";"9"
"505451067771900010";"126"
"505453003279000030";"56"
"505451067034200020";"41"
"505451068313000090";"32"
"505451066730800230";""
"505451066490700010";"84"
"505451066950800030";"38"
"505450051316400100";"78"
"505450051735900010";"124"
"505450051116600330";""
"505450051359700040";""
"505451066478100010";"94"
"505450051538300040";"106"
"505451067564800010";"90"
"505CYIM28288300010";"51"
"505451069248800010";"20"
"505450051709100020";"115"
"505450052018000010";"12"
"505451066921800030";""
"505450051573100010";"101"
"505451068877600010";"55"
"505450052099600010";"17"
"505451067557900010";"91"
"505450052069100080";"21"
"505451069163100110";"34"
"505450051819700050";""
"505450052051900020";"21"
"505450051897600020";"22"
"505451069040500010";"16"
"505450051317600010";"58"
"505451068644600010";"39"
"505451068629400040";"71"
"505450051689000050";"71"
"505450051313400040";""
"505451066435100010";""
"505450051522200010";"142"
"505450052095200050";"29"
"505451067863300050";"120"
"505450051768400010";"83"
"505451069079200010";"12"
"505450051375500010";"42"
"505451068622100020";"71"
"505451068371300030";"87"
"505451068644400010";"49"
"505453003137700010";"4"
"505451069525100010";"0"
"505450052038000010";"47"
"505451068241500020";"39"
"505450051985200030";"15"
"505451068797800010";"29"
"505451068979000060";"0"
"505450051308100010";""
"505451068492600010";"0"
"505451067529400010";"155"
"505451066419400010";""
"505451068233200010";"96"
"505451066859400010";"41"
"505451066771300010";""
"505453003304600050";"38"
"505450051644400020";"92"
"505CYIM29220300010";"7"
"505450051474000030";"96"
"505451067522200020";"93"
"505450052010900010";"36"
"505451067565100010";"90"
"505451066779700010";"45"
"505450051494700010";"120"
"505451066709700050";"41"
"505451068240800010";"42"
"505450052146800020";"28"
"505450051167600070";""
"505453003158200010";""
"505451068163500090";"23"
"505451066597100010";"36"
"505455000093400050";"0"
"505451069048200010";"22"
"505450052146600030";""
"505453003310700290";""
"505451067192400010";"119"
"505450051714900030";"127"
"505450051910400070";"41"
"505453003131300060";""
"505451069291200010";"0"
"505451067394600040";"84"
"505450051965700010";"51"
"505450051341000070";"42"
"505450051390300040";"50"
"505453003243700020";"77"
"505451067017300040";"118"
"505451069090400140";"28"
"505451065969700010";"73"
"505450051849900010";"100"
"505451068546700010";"35"
"505450052039200030";"22"
"505451067882900030";"70"
"505450051985700130";"65"
"505451066779000010";""
"505450051347400010";""
"505451066350400050";"78"
"505451067264500040";"85"
"505CYIM29176200010";"3"
"505451069298500020";"0"
"505451066652200040";"12"
"505451066452400010";""
"505450051894300030";"2"
"505450051207700030";"30"
"505450052035800050";"7"
"505451066833900090";""
"505451068628400010";"41"
"505451067252900010";"69"
"505450051613200020";"153"
"505450051568100010";"104"
"505451068092500020";"16"
"505450051543800010";"7"
"505450051846100030";"14"
"505450051612400110";"153"
"505453003310600350";""
"505451069143400090";"19"
"505450052116800020";"9"
"505450052224900010";""
"505451066584500010";"63"
"505451068421800010";"25"
"505450051421400010";"78"
"505451067748000180";"50"
"505450052170800020";"21"
"505451066021800020";"45"
"505450052035800110";"7"
"505450052079300010";"38"
"505CYIM28538800010";""
"505451067190400170";"103"
"505451068057100020";"106"
"505451066090400010";"24"
"505450051894700010";"77"
"505450051327200020";"33"
"505450051266600010";""
"505451066276800010";""
"505450052070700010";"28"
"505451069008100020";"30"
"505450051353600090";"84"
"505450052044500010";"53"
"505451068188000010";"50"
"505451069113800010";"22"
"505450051555100020";"168"
"505451069360000010";"19"
"505450051316500010";"33"
"505450051736600070";"123"
"505451066346200010";""
"505451069168400040";"21"
"505451066073600010";""
"505451069108500010";"16"
"505450051316400300";"78"
"505451068242700010";"34"
"505453003234400100";"113"
"505450051762700010";"88"
"505451066320500010";""
"505451068609300010";"51"
"505451068897000010";"0"
"505CYIM28687900010";"41"
"505450051353900010";"162"
"505451068851000020";"22"
"505450051699900010";"17"
"505451069415900010";"0"
"505450052001100040";"27"
"505450051409000020";"57"
"505451068920900010";"50"
"505451068070700010";"106"
"505453003197600050";"167"
"505451068579500010";"0"
"505451069280100010";"0"
"505451066180700010";""
"505451066729400010";""
"505450051776000030";"60"
"505451066581900010";""
"505450051994000050";"32"
"505450051113400030";""
"505450051941500010";"29"
"505451067229100020";"101"
"505451068520400010";"77"
"505450052141900010";"40"
"505450051605900030";"79"
"505451067306800010";"166"
"505451067582100010";"87"
"505451066976200010";""
"505451067678000010";"105"
"505451066722700010";""
"505450051842900010";"49"
"505451068646900010";"29"
"505451069104800020";"0"
"505450051646300020";"112"
"505450051587800050";"160"
"505450051212900110";""
"505450051546100010";"173"
"505451067789800010";"63"
"505450051257100010";""
"505451066039200010";""
"505450051131900010";""
"505450052135200020";"29"
"505450052019200010";"6"
"505451067086500010";"49"
"505453003272100050";"62"
"505451068591200070";"72"
"505451066927400020";"13"
"505451068242500010";"48"
"505451068948800010";"28"
"505451066495700010";""
"505451066476300010";""
"505450051238600010";""
"505451068148800020";"66"
"505451066191300010";""
"505450051237600010";""
"505450051140700020";"78"
"505451067649400010";"58"
"505451066419400020";""
"505CYIM28497100010";"9"
"505451067785500020";"78"
"505451068640100030";"15"
